slug,title,wd_label,confidence,qid,burial,lat,lon,order,patronage_wd,image_url,commons,feast_raw,birth_raw,death_raw,source_url,image_license,image_credit
st-clelia-barbieri,St. Clelia Barbieri,Clelia Barbieri,label,Q455206,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clelia%20Barbieri.jpg,Clelia Barbieri,July 13,1847-02-13T00:00:00Z,1870-07-13T00:00:00Z,https://www.wikidata.org/wiki/Q455206,public domain,
st-clement-mary-hofbauer,St. Clement Mary Hofbauer,Clemens Maria Hofbauer,label,Q508588,Romantikerfriedhof Maria Enzersdorf,48.0937,16.2848,Congregation of the Most Holy Redeemer,,http://commons.wikimedia.org/wiki/Special:FilePath/Rinn%20-%20Clemens%20Maria%20Hofbauer.jpg,Klemens Maria Hofbauer,March 15,1751-12-26T00:00:00Z,1820-03-15T00:00:00Z,https://www.wikidata.org/wiki/Q508588,public domain,
st-columban,St. Columban,Columbanus,label,Q319653,Bobbio Abbey,44.7667,9.387,Q3454227,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Colombano.jpg,Saint Columbanus,November 23,0543-01-01T00:00:00Z,0615-11-26T00:00:00Z,https://www.wikidata.org/wiki/Q319653,public domain,
st-conrad-of-parzham,St. Conrad of Parzham,Conrad of Parzham,label,Q16785,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Bad%20Endorf%20Antwort%20Wallfahrtskirche%20Mari%C3%A4%20Himmelfahrt%20Philipp-%20und%20Jakob-Altar%20Altarblatt%20Hl.%20Bruder%20Konrad%20Nahansicht%202017%2010%2007.jpg,Saint Conrad of Parzham,April 21,1814-12-22T00:00:00Z,1894-04-21T00:00:00Z,https://www.wikidata.org/wiki/Q16785,needs review: CC BY-SA 3.0 de,"Martin Anzinger — Wikimedia Commons, CC BY-SA 3.0 de"
st-crispin-of-viterbo,St. Crispin of Viterbo,Crispin of Viterbo,label,Q1140210,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Fioretti2.jpg,Crispin of Viterbo,May 19,1668-11-13T00:00:00Z,1750-05-19T00:00:00Z,https://www.wikidata.org/wiki/Q1140210,public domain,
st-daniel-comboni,St. Daniel Comboni,Daniel Comboni,label,Q559236,,,,Comboni Missionaries of the Heart of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Daniele%20Comboni.jpg,Daniele Comboni,October 10,1831-03-15T00:00:00Z,1881-10-10T00:00:00Z,https://www.wikidata.org/wiki/Q559236,public domain,
st-devasahayam-pillai,St. Devasahayam Pillai,Devasahayam Pillai,label,Q378056,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Devasahayam%20Pillai%202a.JPG,Devasahayam Pillai,January 14,1712-04-23T00:00:00Z,1752-01-14T00:00:00Z,https://www.wikidata.org/wiki/Q378056,needs review: CC BY-SA 3.0,"Kumbalam — Wikimedia Commons, CC BY-SA 3.0"
st-dominic-savio,St. Dominic Savio,Dominic Savio,label,Q318502,Basilica of Our Lady Help of Christians,45.0809,7.6759,Salesians of Don Bosco,,http://commons.wikimedia.org/wiki/Special:FilePath/Life%20of%20Dominic%20Savio%20%28page%206%20crop%29.jpg,Domenico Savio,May 6,1842-04-03T00:00:00Z,1857-03-09T00:00:00Z,https://www.wikidata.org/wiki/Q318502,public domain,
st-dorothea-of-montau,St. Dorothea of Montau,Dorothea of Montau,label,Q451373,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Cela%20bl%20Doroty.jpg,Dorothea of Montau,June 25,1347-02-14T00:00:00Z,1394-07-03T00:00:00Z,https://www.wikidata.org/wiki/Q451373,needs review: CC BY-SA 2.5,"Marcin n® ☼ — Wikimedia Commons, CC BY-SA 2.5"
st-egidio-maria-of-saint-joseph,St. Egidio Maria of Saint Joseph,Egidio Maria of Saint Joseph,label,Q252945,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Sant%27Egidio%20Maria%20di%20San%20Giuseppe.JPG,Egidio Maria da Taranto,February 7,1729-11-16T00:00:00Z,1812-02-07T00:00:00Z,https://www.wikidata.org/wiki/Q252945,public domain,
st-elena-guerra,St. Elena Guerra,Elena Guerra,label,Q274550,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Guerra%20Elena.png,Elena Guerra,April 11,1835-06-23T00:00:00Z,1914-04-11T00:00:00Z,https://www.wikidata.org/wiki/Q274550,public domain,
st-elizabeth-ann-seton,St. Elizabeth Ann Seton,Elizabeth Ann Seton,label,Q459032,Maryland,39.0,-76.7,Congregation of the Mission,,http://commons.wikimedia.org/wiki/Special:FilePath/Elizabeth%20Ann%20Seton%20portrait%20by%20Amabilia%20Filicchi%20%28cropped%29.jpg,Elizabeth Ann Seton,January 4,1774-08-28T00:00:00Z,1821-01-04T00:00:00Z,https://www.wikidata.org/wiki/Q459032,public domain,
st-elizabeth-of-the-trinity,St. Elizabeth of the Trinity,Elizabeth of the Trinity,label,Q260046,,,,Order of Discalced Nuns of the Blessed Virgin Mary of Mount Carmel,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20am%C3%A9ricain%20d%27Elisabeth%20de%20la%20Trinit%C3%A9.jpg,Élisabeth de La Trinité,November 9,1880-07-18T00:00:00Z,1906-11-09T00:00:00Z,https://www.wikidata.org/wiki/Q260046,needs review: CC BY-SA 3.0,"Willuconquer — Wikimedia Commons, CC BY-SA 3.0"
st-euphrasia-eluvathingal,St. Euphrasia Eluvathingal,Euphrasia Eluvathingal,label,Q2085614,,,,,,,Euphrasia Eluvathingal,August 29,1877-10-17T00:00:00Z,1952-08-29T00:00:00Z,https://www.wikidata.org/wiki/Q2085614,,
st-eustochia-smeralda-calafato,St. Eustochia Smeralda Calafato,Eustochia Smeralda Calafato,label,Q276019,,,,Poor Clares,Messina,http://commons.wikimedia.org/wiki/Special:FilePath/Eustochia%20smeraldo%20calafato.jpg,Eustochia Smeralda Calafato,January 20,1434-03-25T00:00:00Z,1485-01-20T00:00:00Z,https://www.wikidata.org/wiki/Q276019,public domain,
st-felix-of-nicosia,St. Felix of Nicosia,Felix of Nicosia,label,Q1355883,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%20%D0%B8%D0%B7%20%D0%9D%D0%B8%D0%BA%D0%BE%D0%B7%D0%B8%D0%B8.jpg,Felix of Nicosia,May 31,1715-11-05T00:00:00Z,1787-05-31T00:00:00Z,https://www.wikidata.org/wiki/Q1355883,public domain,
st-filippo-smaldone,St. Filippo Smaldone,Filippo Smaldone,label,Q1414001,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Filippo%20Smaldone%20-%20Priester%20und%20Ordensgr%C3%BCnder.jpg,Filippo Smaldone,June 4,1848-07-27T00:00:00Z,1923-06-04T00:00:00Z,https://www.wikidata.org/wiki/Q1414001,public domain,
st-frances-xavier-cabrini,St. Frances Xavier Cabrini,Frances Xavier Cabrini,label,Q238983,Manhattan,40.728333333,-73.994166666,Missionary Sisters of the Sacred Heart of Jesus,Lincoln Park; hospital administration; immigrant,http://commons.wikimedia.org/wiki/Special:FilePath/Francesca%20Cabrini.JPG,Francesca Cabrini,November 13,1850-07-15T00:00:00Z,1917-12-22T00:00:00Z,https://www.wikidata.org/wiki/Q238983,public domain,
st-francesco-maria-da-camporosso,St. Francesco Maria da Camporosso,Francis Mary of Camporosso,label,Q934434,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Camporosso-statua%20san%20francesco%20maria.JPG,Francesco Maria da Camporosso,September 17,1804-12-27T00:00:00Z,1866-09-17T00:00:00Z,https://www.wikidata.org/wiki/Q934434,needs review: CC BY-SA 3.0,"Davide Papalini — Wikimedia Commons, CC BY-SA 3.0"
st-francesco-spinelli,St. Francesco Spinelli,Francesco Spinelli,label,Q3750691,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Spinelli%20%281853%E2%80%931913%29.png,Francesco Spinelli,February 6,1853-04-14T00:00:00Z,1913-02-06T00:00:00Z,https://www.wikidata.org/wiki/Q3750691,public domain,
st-francis-anthony-fasani,St. Francis Anthony Fasani,Francis Fasani,label,Q603217,Foggia,41.45845,15.55188,Conventual Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanfrancescofasani.jpg,Francis Fasani,November 29,1681-08-06T00:00:00Z,1742-11-29T00:00:00Z,https://www.wikidata.org/wiki/Q603217,public domain,
st-francisco-coll-guitart,St. Francisco Coll Guitart,Francisco Coll Guitar,label,Q1349477,,,,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/FrColl2.jpg,Francisco Coll Guitart,May 19,1812-05-18T00:00:00Z,1875-04-02T00:00:00Z,https://www.wikidata.org/wiki/Q1349477,public domain,
st-francisco-marto,St. Francisco Marto,Francisco Marto,label,Q1442116,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20S%C3%A3o%20Francisco%20Marto%20%E2%80%93%20cropped.jpg,Francisco Marto,April 4,1908-06-11T00:00:00Z,1919-04-04T00:00:00Z,https://www.wikidata.org/wiki/Q1442116,public domain,
st-francois-de-laval,St. François de Laval,François de Laval,label,Q607145,Notre-Dame Basilica-Cathedral,46.813851,-71.2066,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lecompte%20-%20Monseigneur%20Fran%C3%A7ois%20de%20Laval%2C%201923%2C%20illust%20p001.png,François de Laval,May 6,1623-04-30T00:00:00Z,1708-05-06T00:00:00Z,https://www.wikidata.org/wiki/Q607145,public domain,
st-gabriel-possenti,St. Gabriel Possenti,Gabriel of Our Lady of Sorrows,label,Q374467,Sanctuary of Saint Gabriel of Our Lady of Sorrows,42.516944444,13.6575,Passionists,,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20of%20Our%20Lady%20of%20Sorrows.png,Gabriele dell'Addolorata,February 27,1838-03-01T00:00:00Z,1862-02-27T00:00:00Z,https://www.wikidata.org/wiki/Q374467,public domain,
st-gaetano-catanoso,St. Gaetano Catanoso,Gaetano Catanoso,label,Q967112,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Catanoso.jpg,Gaetano Catanoso,April 4,1879-02-14T00:00:00Z,1963-04-04T00:00:00Z,https://www.wikidata.org/wiki/Q967112,public domain,
st-gaetano-errico,St. Gaetano Errico,Gaetano Errico,label,Q1366718,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Cayetano%20ovalo.jpg,Gaetano Errico,October 29,1791-10-19T00:00:00Z,1860-10-29T00:00:00Z,https://www.wikidata.org/wiki/Q1366718,needs review: CC BY-SA 4.0,"Hlz1956 — Wikimedia Commons, CC BY-SA 4.0"
st-gaspar-bertoni,St. Gaspar Bertoni,Gaspar Bertoni,label,Q634766,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bertoni%20II.jpg,Gaspar Bertoni,June 12,1777-10-09T00:00:00Z,1853-06-12T00:00:00Z,https://www.wikidata.org/wiki/Q634766,public domain,
st-gaspar-del-bufalo,St. Gaspar del Bufalo,Gaspar del Bufalo,label,Q641988,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar1.jpg,Gaspare del Bufalo,October 21,1786-01-06T00:00:00Z,1837-12-28T00:00:00Z,https://www.wikidata.org/wiki/Q641988,needs review: CC BY-SA 4.0,"Misioneros de la Preciosa Sangre — Wikimedia Commons, CC BY-SA 4.0"
st-geltrude-comensoli,St. Geltrude Comensoli,Geltrude Comensoli,label,Q459561,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Geltrude%20Comensoli%20-%20Ordensgr%C3%BCnderin.jpg,Geltrude Comensoli,February 18,1847-01-18T00:00:00Z,1903-02-18T00:00:00Z,https://www.wikidata.org/wiki/Q459561,public domain,
st-gemma-galgani,St. Gemma Galgani,Gemma Galgani,label,Q239122,,,,Passionists,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20seraphique%20Gemma%20Galgani%20%28HS85-10-31647%29.jpg,Gemma Galgani,April 11,1878-03-12T00:00:00Z,1903-04-11T00:00:00Z,https://www.wikidata.org/wiki/Q239122,public domain,
st-genoveva-torres-morales,St. Genoveva Torres Morales,Genoveva Torres Morales,label,Q514923,Zaragoza,41.65,-0.883333333,Sisters of the Sacred Heart of Jesus and the Angels,,http://commons.wikimedia.org/wiki/Special:FilePath/Fiesta%20de%20Santa%20Genoveva%20Torres%20Morales%2002.jpg,Genoveva Torres Morales,January 5,1870-01-03T00:00:00Z,1956-01-05T00:00:00Z,https://www.wikidata.org/wiki/Q514923,needs review: CC BY-SA 2.0,"Iglesia en Valladolid — Wikimedia Commons, CC BY-SA 2.0"
st-george-preca,St. George Preca,George Preca,label,Q607845,Blata l-Bajda,35.8875,14.498611111,Lay Carmelites,,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Saint%20George%20Preca%20at%20Montekristo%20Estates%2C%20Hal%20Farrug%2C%20Luqa%20%28cropped%29.jpeg,George Preca,July 26,1880-02-12T00:00:00Z,1962-07-26T00:00:00Z,https://www.wikidata.org/wiki/Q607845,needs review: CC BY-SA 3.0,"Continentaleurope — Wikimedia Commons, CC BY-SA 3.0"
st-gerard-majella,St. Gerard Majella,Gerard Majella,label,Q562233,Sanctuary of San Gerardo Maiella,40.816111111,15.233333333,Congregation of the Most Holy Redeemer,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Gerardo%20Maiella.jpg,Gerard Majella,October 16,1726-04-06T00:00:00Z,1755-10-16T00:00:00Z,https://www.wikidata.org/wiki/Q562233,public domain,
st-gianna-beretta-molla,St. Gianna Beretta Molla,Gianna Beretta Molla,label,Q238963,cemetery of Mesero,45.5046,8.854,,,http://commons.wikimedia.org/wiki/Special:FilePath/GiannaBerettaMolla.jpg,Gianna Beretta Molla,April 28,1922-10-04T00:00:00Z,1962-04-28T00:00:00Z,https://www.wikidata.org/wiki/Q238963,public domain,
st-giovanni-antonio-farina,St. Giovanni Antonio Farina,Giovanni Antonio Farina,label,Q1525741,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni-Antonio-Farina-photo.jpg,Giovanni Antonio Farina (bishop),March 4,1803-01-11T00:00:00Z,1888-03-04T00:00:00Z,https://www.wikidata.org/wiki/Q1525741,public domain,
st-giovanni-battista-piamarta,St. Giovanni Battista Piamarta,Giovanni Battista Piamarta,label,Q961526,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Beato%20Piamarta.jpg,Giovanni Battista Piamarta,April 25,1841-11-26T00:00:00Z,1913-04-25T00:00:00Z,https://www.wikidata.org/wiki/Q961526,public domain,
st-giovanni-battista-scalabrini,St. Giovanni Battista Scalabrini,Giovanni Battista Scalabrini,label,Q1394839,,,,Q29858947,,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Battista%20Scalabrini.jpg,Giovanni Battista Scalabrini,June 1,1839-07-08T00:00:00Z,1905-06-01T00:00:00Z,https://www.wikidata.org/wiki/Q1394839,public domain,
st-giovanni-leonardi,St. Giovanni Leonardi,Giovanni Leonardi,label,Q1355472,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/SaintJeanLeonardi.jpg,Saint Giovanni Leonardi,October 9,1541-01-01T00:00:00Z,1609-10-09T00:00:00Z,https://www.wikidata.org/wiki/Q1355472,public domain,
st-giulia-salzano,St. Giulia Salzano,Giulia Salzano,label,Q456574,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Beata%20Giulia%20Salzano%20cropped.jpg,Giulia Salzano,May 17,1846-10-13T00:00:00Z,1929-05-17T00:00:00Z,https://www.wikidata.org/wiki/Q456574,needs review: FAL,"Beata_Giulia_Salzano.jpg: Giuseppe Antonio Lomuscio.
Original uploader was Mondarte at it.wikipedia

derivative work: Carlotto (talk) — Wikimedia Commons, FAL"
st-giuseppe-allamano,St. Giuseppe Allamano,Giuseppe Allamano,label,Q947376,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Allamano.jpg,Giuseppe Allamano,February 16,1851-01-21T00:00:00Z,1926-02-16T00:00:00Z,https://www.wikidata.org/wiki/Q947376,public domain,
st-giuseppe-benedetto-cottolengo,St. Giuseppe Benedetto Cottolengo,Giuseppe Benedetto Cottolengo,label,Q723364,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Benedetto%20Cottolengo.jpg,Giuseppe Benedetto Cottolengo,April 30,1786-05-03T00:00:00Z,1842-04-30T00:00:00Z,https://www.wikidata.org/wiki/Q723364,public domain,
st-giuseppe-moscati,St. Giuseppe Moscati,Giuseppe Moscati,label,Q737786,Gesù Nuovo,40.84762222,14.25180278,,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Giuseppe%20Moscati.jpg,Giuseppe Moscati,April 21,1880-07-25T00:00:00Z,1927-04-12T00:00:00Z,https://www.wikidata.org/wiki/Q737786,needs review: CC BY-SA 3.0,"Inviaggio — Wikimedia Commons, CC BY-SA 3.0"
st-giuseppina-vannini,St. Giuseppina Vannini,Giuseppina Vannini,label,Q3771697,,,,Daughters of St. Camillus,,http://commons.wikimedia.org/wiki/Special:FilePath/GiuseppinaVannini.jpg,Giuseppina Vannini,February 23,1859-07-07T00:00:00Z,1911-02-23T00:00:00Z,https://www.wikidata.org/wiki/Q3771697,public domain,
st-giustino-russolillo,St. Giustino Russolillo,Justin Russolillo,label,Q2633551,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Giustino%20Russolillo%20di%20Licusati%20%28SA%29%20Italy.jpg,,August 2,1891-01-18T00:00:00Z,1955-08-02T00:00:00Z,https://www.wikidata.org/wiki/Q2633551,needs review: CC BY-SA 4.0,"Licusati76 — Wikimedia Commons, CC BY-SA 4.0"
st-gregorio-barbarigo,St. Gregorio Barbarigo,Gregorio Barbarigo,label,Q558136,Padua Cathedral,45.406388888,11.871666666,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ermanno%20Stroiffi%20-%20Portrait%20of%20Gregorio%20Barbarigo.jpg,Gregorio Barbarigo,June 18,1625-09-16T00:00:00Z,1697-06-18T00:00:00Z,https://www.wikidata.org/wiki/Q558136,public domain,
st-guido-maria-conforti,St. Guido Maria Conforti,Guido Maria Conforti,label,Q204891,,,,Xaverian Missionaries,,http://commons.wikimedia.org/wiki/Special:FilePath/Guido%20Maria%20Conforti%20Vescovo.jpg,Guido Maria Conforti,November 5,1865-03-30T00:00:00Z,1931-11-05T00:00:00Z,https://www.wikidata.org/wiki/Q204891,public domain,
st-hemma-of-gurk,St. Hemma of Gurk,Hemma of Gurk,label,Q269074,Gurk Cathedral,46.875,14.2936,,Carinthia; Roman Catholic Diocese of Gurk; childbirth; eye disease; hangover,http://commons.wikimedia.org/wiki/Special:FilePath/Hemma%20von%20Gurk%20Bopp%201510.jpg,Hemma of Gurk,June 27,0980-01-01T00:00:00Z,1045-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q269074,public domain,
st-hermann-joseph,St. Hermann Joseph,Hermann Joseph,label,Q460103,,,,Premonstratensians,,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20van%20Dyck%20-%20The%20Vision%20of%20the%20Blessed%20Hermann%20Joseph%20-%20Google%20Art%20Project.jpg,Hermann Joseph von Steinfeld,May 24,1150-01-01T00:00:00Z,1241-04-14T00:00:00Z,https://www.wikidata.org/wiki/Q460103,public domain,
st-humilis-of-bisignano,St. Humilis of Bisignano,Humilis of Bisignano,label,Q1318394,,,,Order of Friars Minor,,http://commons.wikimedia.org/wiki/Special:FilePath/Umile%20bisignano.jpg,Humilis of Bisignano,November 27,1582-08-26T00:00:00Z,1637-11-26T00:00:00Z,https://www.wikidata.org/wiki/Q1318394,public domain,
st-ignatius-maloyan,St. Ignatius Maloyan,Ignatius Maloyan,label,Q328238,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Blessed%20Choukrallah%20Maloyan.jpg,Ignatius Maloyan,June 11,1869-04-19T00:00:00Z,1915-06-11T00:00:00Z,https://www.wikidata.org/wiki/Q328238,public domain,
st-ignatius-of-laconi,St. Ignatius of Laconi,Ignatius of Laconi,label,Q1395008,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Ignazio%20da%20Laconi%201.1.png,Igniatius of Laconi,May 11,1701-12-17T00:00:00Z,1781-05-11T00:00:00Z,https://www.wikidata.org/wiki/Q1395008,public domain,
st-ignatius-of-santhia,St. Ignatius of Santhià,Ignatius of Santhià,label,Q1285674,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Reliquie%20di%20Ignazio%20da%20Santhi%C3%A0.jpg,Saint Ignatius of Santhià,September 22,1686-06-05T00:00:00Z,1770-09-22T00:00:00Z,https://www.wikidata.org/wiki/Q1285674,public domain,
st-ignazia-verzeri,St. Ignazia Verzeri,Teresa Eustoquio Verzeri,label,Q456969,,,,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9r%C3%A8seVerzeri.jpg,Teresa Verzeri,March 3,1801-07-31T00:00:00Z,1852-03-03T00:00:00Z,https://www.wikidata.org/wiki/Q456969,public domain,
st-innocencio-of-mary-immaculate,St. Innocencio of Mary Immaculate,Innocencio of Mary Immaculate,label,Q1664272,,,,Passionists,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Inocencio%20de%20la%20Inmaculada%20Concepci%C3%B3n.jpg,Innocencio of Mary Immaculate,October 9,1887-03-10T00:00:00Z,1934-10-09T00:00:00Z,https://www.wikidata.org/wiki/Q1664272,needs review: CC BY-SA 4.0,"Miguel Palafox — Wikimedia Commons, CC BY-SA 4.0"
st-jacinta-marto,St. Jacinta Marto,Jacinta Marto,label,Q206278,Basilica of Our Lady of the Rosary,39.6321,-8.67179,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jacinta%20Marto%20%28ChildrensofFatima%29.jpg,Jacinta Marto,February 20,1910-03-05T00:00:00Z,1920-02-20T00:00:00Z,https://www.wikidata.org/wiki/Q206278,public domain,
st-jacques-berthieu,St. Jacques Berthieu,Jacques Berthieu,label,Q659194,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Berthieu%20%281838-1896%29.jpg,,June 8,1838-11-27T00:00:00Z,1896-06-08T00:00:00Z,https://www.wikidata.org/wiki/Q659194,public domain,
st-jan-sarkander,St. Jan Sarkander,John Sarkander,label,Q590872,Saint Wenceslas Cathedral,49.59777778,17.2625,,,http://commons.wikimedia.org/wiki/Special:FilePath/Holy%20Trinity%20Column-John%20Sarkander.jpg,John Sarkander,March 17,1576-12-20T00:00:00Z,1620-03-17T00:00:00Z,https://www.wikidata.org/wiki/Q590872,public domain,
st-jean-gabriel-perboyre,St. Jean-Gabriel Perboyre,Jean-Gabriel Perboyre,label,Q778640,Chapelle Saint-Vincent-de-Paul de Paris,48.8489,2.32178,Congregation of the Mission,,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20perboyre.jpg,Jean-Gabriel Perboyre,September 11,1802-01-06T00:00:00Z,1840-09-16T00:00:00Z,https://www.wikidata.org/wiki/Q778640,needs review: CC BY-SA 3.0,"Pierre Salives — Wikimedia Commons, CC BY-SA 3.0"
st-jeanne-delanoue,St. Jeanne Delanoue,Jeanne Delanoue,label,Q439670,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20Delanoue.jpg,,August 17,1666-06-18T00:00:00Z,1736-08-17T00:00:00Z,https://www.wikidata.org/wiki/Q439670,public domain,
st-jeanne-jugan,St. Jeanne Jugan,Jeanne Jugan,label,Q261010,Brittany,48.0,-3.0,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20Jugan.jpg,Jeanne Jugan,August 30,1792-10-25T00:00:00Z,1879-08-29T00:00:00Z,https://www.wikidata.org/wiki/Q261010,public domain,
st-jeanne-de-france,St. Jeanne de France,Jeanne de France,"AMBIGUOUS 2: Q75767535,Q2434575",Q75767535,,,,,,,,,1438-09-07T00:00:00Z,1446-12-26T00:00:00Z,https://www.wikidata.org/wiki/Q75767535,,
st-jeanne-de-lestonnac,St. Jeanne de Lestonnac,Jeanne de Lestonnac,label,Q288825,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Jeanne%20de%20Lestonnac.jpg,Jeanne de Lestonnac,February 2,1556-01-06T00:00:00Z,1640-02-02T00:00:00Z,https://www.wikidata.org/wiki/Q288825,public domain,
st-joan-of-arc,St. Joan of Arc,Joan of Arc,label,Q7226,Winchester Cathedral,51.060722,-1.313333,,,http://commons.wikimedia.org/wiki/Special:FilePath/Contemporaine%20afb%20jeanne%20d%20arc.png,Jeanne d'Arc,May 30,1412-01-01T00:00:00Z,1431-06-08T00:00:00Z,https://www.wikidata.org/wiki/Q7226,public domain,
st-john-damascene,St. John Damascene,John of Damascus,label,Q51884,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ioann%20Damaskin%20ikona.jpg,John of Damascus,December 4,0675-01-01T00:00:00Z,0749-12-08T00:00:00Z,https://www.wikidata.org/wiki/Q51884,public domain,
st-john-henry-newman,St. John Henry Newman,John Henry Newman,label,Q44490,West Midlands,52.47,-2.29,Oratory of Saint Philip Neri,,http://commons.wikimedia.org/wiki/Special:FilePath/Cardinal%20Newman%20Portrait%20%28cropped%29.jpg,John Henry Newman,October 9,1801-02-21T00:00:00Z,1890-08-11T00:00:00Z,https://www.wikidata.org/wiki/Q44490,public domain,
st-john-macias,St. John Macias,John Macias,label,Q1357489,,,,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Juan%20Macias%20official%20side.jpg,Juan Macías,September 16,1585-03-02T00:00:00Z,1645-09-16T00:00:00Z,https://www.wikidata.org/wiki/Q1357489,needs review: CC BY-SA 4.0,"Cicero Moraes — Wikimedia Commons, CC BY-SA 4.0"
st-john-ogilvie,St. John Ogilvie,John Ogilvie,label,Q918414,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Ogilvie%20martyr.jpg,John Ogilvie,March 10,1579-01-01T00:00:00Z,1615-03-10T00:00:00Z,https://www.wikidata.org/wiki/Q918414,public domain,
st-john-de-britto,St. John de Britto,John de Brito,label,Q730029,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20John%20De%20Britto.jpg,John de Brito,February 4,1647-03-01T00:00:00Z,1693-02-04T00:00:00Z,https://www.wikidata.org/wiki/Q730029,needs review: CC BY-SA 4.0,"Cleetuscls — Wikimedia Commons, CC BY-SA 4.0"
st-john-of-capistrano,St. John of Capistrano,John of Capistrano,label,Q310359,,,,Order of Friars Minor; Ordo Fratrum Minorum de Regularis Observantia,,http://commons.wikimedia.org/wiki/Special:FilePath/82Johannes%20von%20Capestrano.jpg,John of Capistrano,October 23,1386-07-02T00:00:00Z,1456-11-01T00:00:00Z,https://www.wikidata.org/wiki/Q310359,public domain,
st-john-of-dukla,St. John of Dukla,John of Dukla,label,Q59045,Bernardine Church and Monastery,49.83944444,24.03472222,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Dukla%20-%20statue%20St.%20John%20of%20Dukla%20on%20the%20courtyard%20in%20front%20of%20the%20church%20of%20the%20Bernardine%20Fathers.jpg,Jan z Dukli,September 29,1414-01-01T00:00:00Z,1484-10-08T00:00:00Z,https://www.wikidata.org/wiki/Q59045,needs review: CC BY 3.0,"Wuhazet - Henryk Żychowski — Wikimedia Commons, CC BY 3.0"
